Env_Temp,BMP_Pressure,BMP_Altitude,Light,DHT_Humidity,MQ135_CO2,MQ135_CO,MQ135_NH3,Soil_Moisture,Soil_Temp,pH,N,P,K,district,location,season,target_crops
41.16,1015.19,517.67,98848.48,39.42,,4.34,3.19,42.07,30.35,7.50,240.97,27.21,262.16,Nashik,Niphad/Yeola,,"Onion, Banana, Sugarcane"
28.46,,721.54,,85.34,404.59,1.88,,80.53,21.23,7.01,195.76,8.38,192.61,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Vegetables, Finger Millet"
24.70,871.27,527.42,67501.78,39.13,408.24,4.13,0.92,56.73,19.96,6.98,-89.64,47.37,,Nashik,Baglan/Kalwan,Winter,Mango
26.56,898.13,65.14,80262.41,56.94,464.22,2.10,1.92,38.67,21.43,5.05,197.74,10.73,199.08,Raigad,Karjat,Winter,Mango
19.40,802.09,512.24,70253.42,52.10,386.95,0.60,1.36,,15.42,6.86,188.88,25.92,325.95,Nashik,Niphad/Yeola,,Tomato
14.86,997.88,548.00,87454.49,56.04,,1.61,0.59,63.33,12.26,7.00,278.14,53.05,233.98,Nashik,Baglan/Kalwan,Winter,"Onion, Maize"
35.72,1022.06,792.00,105068.12,41.46,434.26,2.00,1.35,51.15,32.65,6.89,,13.54,202.99,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
14.95,982.55,571.90,75837.52,54.36,386.97,3.61,1.87,66.98,12.65,6.62,216.49,12.59,177.18,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice, Finger Millet"
16.68,968.48,51.04,72367.28,52.28,454.71,4.07,1.39,51.32,13.54,5.63,288.28,7.32,250.22,Raigad,Karjat,Winter,"Cashew, Coconut, Tomato"
24.98,1004.00,616.41,68838.98,65.15,437.57,0.79,3.93,38.73,20.30,,231.68,24.59,291.45,Nashik,Niphad/Yeola,Winter,"Sugarcane, Grapes, Tomato"
29.93,950.79,931.58,15645.32,94.30,415.47,3.32,2.05,90.83,28.13,6.49,305.40,18.05,181.37,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
43.97,932.59,514.44,54959.99,77.66,415.46,,1.30,89.34,41.10,7.28,193.75,44.38,271.64,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Bajra"
26.29,977.83,545.55,106337.35,38.99,427.52,2.70,3.40,48.18,25.10,6.94,191.23,17.11,283.20,Nashik,Niphad/Yeola,Summer,"Grapes, Tomato"
34.19,951.28,597.26,103065.47,27.59,381.29,,1.07,54.70,31.09,6.48,206.18,18.68,137.72,Nashik,Igatpuri (Ghat Zone),Summer,"Maize, Rice, Finger Millet"
22.51,,716.79,103208.07,31.69,450.45,2.55,0.24,54.45,21.69,7.55,191.05,10.34,96.16,Nashik,Igatpuri (Ghat Zone),Summer,Rice
16.32,988.50,598.45,67840.97,56.69,429.08,1.25,3.85,53.29,12.08,7.61,296.75,33.32,262.07,Nashik,Niphad/Yeola,Winter,"Sugarcane, Pomegranate, Grapes"
24.59,1052.90,61.41,110199.15,47.09,425.12,3.65,3.34,28.15,19.00,5.67,277.09,11.22,253.97,Raigad,Karjat,Summer,"Cashew, Rice"
41.11,,475.92,92729.14,37.76,426.09,3.90,1.98,56.85,,8.16,252.80,26.83,264.15,,Niphad/Yeola,Summer,Onion
36.60,1011.86,889.91,92626.97,39.43,426.84,2.12,2.34,44.60,32.60,6.55,172.07,12.85,184.69,Nashik,Igatpuri (Ghat Zone),Summer,Maize
11.01,917.96,601.70,86191.99,,495.12,0.56,3.16,70.06,10.01,6.83,217.85,24.29,277.25,Nashik,Niphad/Yeola,Winter,Wheat
20.62,1080.96,,82891.30,58.20,436.17,4.31,1.07,50.45,18.98,4.51,275.51,8.36,200.47,Raigad,Karjat,Winter,"Ragi, Cashew"
17.75,1069.01,10.92,83769.41,54.36,382.01,2.97,2.19,38.02,,6.61,307.55,7.88,261.29,Raigad,Alibag/Mangaon,Winter,"Coconut, Arecanut, Mango"
11.47,948.95,,80860.65,56.84,392.48,4.76,3.56,55.93,9.27,7.64,194.85,31.30,260.00,Nashik,Niphad/Yeola,Winter,"Onion, Sugarcane, Wheat"
13.06,871.33,799.91,51623.10,58.25,418.24,3.92,1.76,51.23,12.23,7.39,296.14,21.47,,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Wheat"
,,,,,,,,,,,,,,,,,Coconut
38.29,909.46,591.88,,84.40,459.12,2.92,4.30,,36.92,7.73,213.75,49.09,,Nashik,Baglan/Kalwan,Monsoon,Groundnut
34.71,985.32,469.08,97008.99,25.32,469.08,1.57,0.12,63.55,35.63,7.42,246.05,58.35,,Nashik,Baglan/Kalwan,Summer,Soybean
,908.76,533.57,,67.12,,2.41,,51.84,15.07,,238.93,,,,,Winter,"Groundnut, Maize"
37.64,931.72,811.69,26266.46,,441.41,1.43,1.72,96.32,34.68,,226.45,,169.59,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Rice, Tomato"
16.76,1004.69,45.97,59561.43,38.54,372.97,2.40,2.96,47.09,14.44,6.25,228.91,9.21,191.08,Raigad,Karjat,Winter,Ragi
42.21,,535.17,20193.75,74.29,367.09,1.12,1.98,89.14,35.78,7.31,205.31,46.27,229.34,Nashik,Baglan/Kalwan,Monsoon,Grapes
32.10,981.62,573.57,17591.38,82.00,411.97,,1.08,94.99,28.55,8.58,267.18,,254.17,Nashik,Niphad/Yeola,Monsoon,"Tomato, Wheat"
-11.77,1009.51,13.01,,95.40,428.72,1.71,0.68,89.38,31.99,5.50,316.86,13.09,229.54,Raigad,Alibag/Mangaon,Monsoon,"Banana, Mango"
25.51,874.12,562.22,116486.29,39.43,399.06,,2.42,40.76,20.27,7.69,218.89,24.66,221.81,Nashik,Niphad/Yeola,Summer,Tomato
13.35,1001.37,546.05,67834.38,57.86,424.22,0.94,0.26,54.48,9.36,6.76,160.30,31.71,274.83,Nashik,Baglan/Kalwan,Winter,Bajra
39.22,983.94,591.71,40301.81,76.80,412.16,5.09,,94.09,41.28,7.22,275.62,54.79,224.26,Nashik,Baglan/Kalwan,Monsoon,"Banana, Soybean, Bajra"
27.60,983.56,48.89,17259.85,89.97,425.79,0.80,1.00,,24.06,5.56,254.20,6.37,212.77,Raigad,Karjat,Monsoon,"Coconut, Vari"
15.06,840.74,487.28,96887.53,48.72,439.76,4.39,0.99,47.87,17.15,7.84,185.04,27.23,289.04,Nashik,Baglan/Kalwan,Winter,"Soybean, Bajra"
41.70,1002.61,602.87,91770.74,35.79,417.13,0.50,2.80,49.35,35.22,6.76,248.39,15.24,246.43,Nashik,Niphad/Yeola,Summer,"Cotton, Pomegranate, Grapes, Wheat"
13.68,985.40,,77415.59,,395.68,2.38,2.23,52.27,10.76,6.78,202.47,30.41,203.53,Nashik,Baglan/Kalwan,Winter,Soybean
19.35,1047.64,13.63,66313.72,58.89,410.60,4.29,2.86,45.51,14.70,5.20,236.63,13.20,169.55,Raigad,Alibag/Mangaon,Winter,Cashew
29.79,1035.65,15.41,18097.01,97.96,453.18,1.49,3.64,85.13,25.04,6.36,326.64,13.56,230.19,Raigad,Alibag/Mangaon,Monsoon,"Sugarcane, Coconut, Arecanut"
12.50,940.91,877.53,83557.88,,378.10,4.09,1.50,49.29,9.14,6.32,198.78,465.99,188.28,Nashik,Igatpuri (Ghat Zone),Winter,Rice
34.42,963.93,53.23,47188.55,91.14,452.13,,3.16,92.33,38.05,,286.40,9.04,241.60,Raigad,Karjat,Monsoon,Rice
20.19,811.09,896.32,82757.50,68.35,426.07,0.73,3.63,62.09,13.78,6.40,,18.33,197.02,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice, Finger Millet"
38.81,918.59,629.48,100244.31,26.49,421.33,1.50,2.10,62.42,34.42,8.06,196.17,,240.39,Nashik,Niphad/Yeola,Summer,Onion
16.65,939.50,67.84,95835.37,50.34,361.60,1.31,1.08,40.04,13.17,5.93,224.65,8.10,238.41,Raigad,Karjat,Winter,Cashew
18.90,984.59,51.81,71465.81,57.56,419.13,2.81,1.80,34.27,15.11,5.77,281.09,12.22,188.81,,Karjat,,Cashew
20.21,1177.58,6.06,73431.55,42.85,435.74,4.26,3.95,45.54,,5.88,268.42,8.12,228.75,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
21.26,1023.65,65.93,75081.98,50.48,378.29,2.73,3.68,35.13,17.82,5.25,330.73,5.93,216.12,Raigad,Karjat,Winter,"Cashew, Green Gram, Ragi"
15.43,1042.17,577.88,67762.26,58.93,372.97,0.60,0.99,56.45,11.60,6.46,234.32,54.97,256.64,Nashik,Baglan/Kalwan,Winter,"Groundnut, Soybean, Mango"
18.79,,7.42,78390.33,,410.32,1.12,,31.42,18.58,5.17,268.78,11.06,,Raigad,Alibag/Mangaon,Winter,"Banana, Coconut"
,1018.65,608.96,24416.49,84.13,369.01,,,,,,162.37,,,Nashik,,,Sugarcane
17.59,957.52,52.38,84696.86,41.03,363.91,0.57,2.71,37.68,14.11,5.56,240.98,10.34,231.68,Raigad,Karjat,Winter,Mango
36.63,950.45,630.47,36519.78,81.47,402.37,3.72,0.38,84.19,36.64,7.85,0.00,29.70,,Nashik,Niphad/Yeola,Monsoon,Wheat
19.98,1098.14,13.55,57909.95,53.30,394.03,4.40,3.50,51.52,19.47,5.37,287.05,12.54,249.51,Raigad,Alibag/Mangaon,Winter,Arecanut
33.35,,63.86,29522.50,91.29,430.82,4.18,1.33,92.71,31.49,6.74,297.34,10.65,278.21,Raigad,Karjat,Monsoon,Mango
13.62,967.77,561.94,60122.46,50.70,407.50,4.83,0.30,67.02,9.98,7.48,243.76,22.74,308.23,Nashik,,Winter,Pomegranate
26.85,962.67,604.09,103274.40,37.77,394.57,,2.05,64.88,26.63,6.19,226.98,11.69,225.85,Nashik,Niphad/Yeola,Summer,"Sugarcane, Grapes"
31.69,897.45,,111511.25,39.77,393.63,1.39,4.12,53.28,28.09,6.98,246.77,38.06,256.61,Nashik,Baglan/Kalwan,,"Grapes, Mango"
19.27,1074.73,,88053.38,43.40,390.51,1.01,3.84,36.05,17.43,5.35,234.52,9.72,215.34,Raigad,Alibag/Mangaon,Winter,Mango
22.51,983.76,51.35,104391.38,22.78,402.00,1.73,2.29,14.50,22.64,6.10,291.98,7.88,210.05,Raigad,Karjat,Summer,"Cashew, Cotton"
20.67,994.79,11.94,79374.63,51.12,408.20,0.34,1.08,52.37,17.44,5.85,284.43,12.48,213.25,Raigad,Alibag/Mangaon,,"Banana, Rice"
34.92,1117.08,591.95,101942.46,24.68,416.67,,2.87,64.59,34.88,7.13,215.43,35.14,242.59,Nashik,Baglan/Kalwan,Summer,"Onion, Groundnut"
19.66,986.46,62.80,82815.84,,387.26,3.72,3.67,48.67,16.31,5.18,238.53,7.99,223.05,Raigad,Karjat,,"Cashew, Coconut"
36.92,954.04,468.69,43824.95,80.65,404.48,2.00,1.37,75.92,33.01,7.08,232.79,,292.81,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Banana, Grapes, Onion"
18.58,916.26,57.09,71706.42,47.29,469.51,2.14,1.24,40.40,15.41,5.38,-31.28,5.85,208.17,Raigad,Karjat,Winter,Mango
37.32,957.47,534.86,46963.38,80.32,373.53,3.19,2.50,100.08,37.60,,278.02,33.13,263.13,Nashik,Niphad/Yeola,Monsoon,"Grapes, Tomato"
11.39,,683.23,68925.53,,,3.77,3.20,61.55,11.06,7.62,187.69,19.05,151.82,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
40.08,939.29,520.79,26513.72,70.14,432.77,3.86,1.22,76.87,38.35,7.44,247.21,52.99,224.88,Nashik,,Monsoon,"Groundnut, Soybean"
25.46,1004.15,69.80,87777.96,45.49,420.21,2.49,3.33,34.18,20.92,5.75,273.50,6.17,226.97,Raigad,Karjat,Winter,Ragi
35.50,1001.13,58.45,20340.25,,458.27,4.86,1.86,88.02,36.99,,298.76,5.78,225.27,Raigad,Karjat,Monsoon,"Coconut, Mango"
,974.96,68.97,,40.99,447.77,4.25,1.46,36.32,21.11,5.45,,6.18,195.25,Raigad,Karjat,Winter,Cashew
44.79,896.63,630.14,33941.64,75.29,428.05,3.10,1.02,102.19,43.34,7.28,232.02,22.16,270.44,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Pomegranate, Wheat"
17.18,,51.46,71653.81,51.37,439.26,3.95,3.44,48.73,16.17,5.11,254.95,7.56,214.13,Raigad,Karjat,Winter,Coconut
32.24,922.39,71.92,,71.50,421.58,2.20,1.55,86.79,32.00,5.79,234.41,8.79,180.40,Raigad,Karjat,Monsoon,"Cashew, Vari"
,943.01,62.99,52232.64,87.57,469.97,3.90,2.10,79.59,31.83,5.14,293.16,6.43,183.88,Raigad,Karjat,Monsoon,"Green Gram, Tomato"
30.27,1103.19,9.11,108445.49,,420.83,0.58,0.18,22.69,22.49,5.44,319.19,8.21,244.75,Raigad,Alibag/Mangaon,Summer,Cashew
33.63,1041.99,49.00,37381.23,88.74,417.48,0.77,0.38,72.62,33.66,5.56,260.19,11.28,257.55,Raigad,,Monsoon,Coconut
31.77,904.86,8.33,46865.51,,448.15,0.20,0.68,76.34,35.99,5.60,278.17,9.36,243.21,Raigad,Alibag/Mangaon,Monsoon,"Sugarcane, Banana, Rice, Mango"
15.93,957.15,559.01,64493.33,65.17,414.24,1.73,0.99,40.35,15.70,6.89,232.03,51.29,257.49,Nashik,Baglan/Kalwan,Winter,Soybean
,968.29,583.39,109237.99,27.70,417.47,2.60,1.43,49.88,23.84,,171.64,45.80,266.66,Nashik,Baglan/Kalwan,Summer,Maize
28.37,972.75,49.20,105667.44,26.21,397.58,2.84,0.16,26.56,27.33,6.06,249.58,11.39,235.95,Raigad,Karjat,Summer,"Coconut, Rice"
34.13,1076.01,846.11,106263.80,31.35,397.17,1.40,0.47,56.11,30.62,6.24,,9.50,170.44,Nashik,Igatpuri (Ghat Zone),Summer,"Vegetables, Finger Millet"
24.90,984.30,57.94,64236.24,71.60,413.30,3.43,1.37,50.70,24.03,5.96,250.81,10.49,236.72,Raigad,Karjat,Winter,"Vegetables, Coconut, Vari"
30.21,960.71,653.60,17332.78,100.52,434.73,2.79,,,30.43,6.39,236.85,16.36,246.68,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Rice, Finger Millet"
39.13,1172.52,52.11,59104.56,86.66,368.54,0.47,2.34,86.37,36.77,6.63,245.37,5.26,213.60,Raigad,Karjat,Monsoon,Green Gram
37.64,1002.44,51.84,44913.70,99.72,357.15,2.76,1.34,105.16,35.94,5.85,248.28,6.77,196.68,Raigad,Karjat,Monsoon,Rice
20.18,975.59,5.41,56837.60,54.59,418.50,1.29,0.32,34.33,15.95,,287.57,10.01,240.05,Raigad,Alibag/Mangaon,Winter,"Cashew, Banana, Mango"
24.08,995.61,,104739.43,26.85,423.40,1.16,0.39,45.15,23.84,6.08,,20.85,218.46,,Igatpuri (Ghat Zone),,Finger Millet
,1057.95,69.09,75101.79,66.39,421.22,3.69,1.55,39.29,14.19,6.51,292.38,7.54,241.47,Raigad,Karjat,Winter,"Ragi, Coconut"
14.89,1030.95,440.60,93464.84,48.94,441.49,3.94,2.23,57.14,11.37,7.84,,47.75,245.36,Nashik,Baglan/Kalwan,Winter,Onion
16.85,958.00,598.68,89656.24,51.49,437.69,4.34,2.06,52.85,,6.21,217.20,49.11,220.35,Nashik,Baglan/Kalwan,Winter,Onion
18.32,1037.56,12.00,80558.45,62.17,430.29,3.31,1.91,46.09,15.40,5.99,296.46,13.12,,Raigad,Alibag/Mangaon,Winter,"Banana, Rice, Coconut"
,904.43,11.63,77513.08,50.36,446.47,2.59,3.06,48.22,16.09,,282.33,11.80,197.58,Raigad,Alibag/Mangaon,Winter,"Rice, Tomato"
34.31,1077.17,53.52,19933.85,100.32,446.44,5.12,3.13,94.50,29.66,5.46,292.36,10.33,176.17,Raigad,Karjat,Monsoon,Cashew
23.51,1113.14,14.96,67213.80,,384.83,3.87,0.61,40.76,18.40,5.36,,14.12,223.03,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
,957.75,53.19,,98.72,432.65,0.77,2.24,74.67,26.26,5.59,224.97,7.34,219.40,Raigad,Karjat,Monsoon,"Cashew, Green Gram"
19.80,984.37,11.26,70976.12,48.90,405.30,3.76,1.12,43.12,18.52,6.54,273.82,8.20,225.80,Raigad,Alibag/Mangaon,Winter,"Coconut, Cotton"
13.17,928.99,518.46,92935.11,55.79,405.19,4.07,3.62,44.81,8.68,7.19,195.68,28.36,288.79,Nashik,Niphad/Yeola,Winter,Sugarcane
21.03,920.41,582.12,94344.42,31.90,399.37,2.73,3.55,64.12,18.77,6.91,198.43,22.35,226.61,Nashik,Niphad/Yeola,Summer,"Tomato, Wheat"
21.18,1030.43,,118821.54,28.58,425.79,,1.34,45.50,16.35,,223.98,17.11,133.89,Nashik,Igatpuri (Ghat Zone),Summer,"Maize, Rice, Vegetables"
26.23,945.29,837.12,94265.91,26.65,431.58,2.48,3.14,42.73,,6.93,187.50,6.08,212.32,Nashik,Igatpuri (Ghat Zone),Summer,Maize
22.34,1076.54,58.90,118247.41,,399.59,1.59,1.82,12.84,20.93,5.71,,8.79,269.57,Raigad,Karjat,,"Ragi, Vari, Mango"
19.18,1140.13,12.43,75816.70,36.91,432.22,3.67,3.24,,14.05,5.63,319.09,,210.66,Raigad,Alibag/Mangaon,Winter,"Soybean, Arecanut"
36.04,975.47,609.19,85416.11,42.27,783.20,2.26,1.14,45.79,32.06,,159.22,40.45,328.77,Nashik,Baglan/Kalwan,Summer,Mango
23.74,1067.92,13.07,91165.94,40.99,429.35,2.52,3.79,45.02,20.41,4.98,232.39,,279.71,Raigad,Alibag/Mangaon,Winter,"Cashew, Banana"
25.64,922.40,665.56,115832.33,42.91,414.70,0.72,2.39,51.66,21.73,7.25,194.53,,260.38,Nashik,Baglan/Kalwan,Summer,"Onion, Vegetables"
17.43,1063.48,57.42,68429.20,41.54,387.95,2.23,0.34,43.95,15.77,5.43,272.63,6.56,210.13,Raigad,Karjat,Winter,"Ragi, Rice"
17.62,951.63,61.94,70398.54,50.33,375.69,2.02,0.92,53.19,13.96,5.13,278.88,7.01,193.31,Raigad,,Winter,"Cashew, Coconut"
40.08,959.52,545.40,19901.72,87.54,409.13,,1.72,89.05,39.73,,255.77,,250.03,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Wheat"
29.14,931.91,9.63,92253.45,44.81,425.31,,0.41,23.09,22.86,5.36,289.37,10.15,240.67,Raigad,Alibag/Mangaon,Summer,"Coconut, Arecanut"
33.49,908.35,858.09,36576.41,95.02,440.20,1.14,,86.80,29.78,6.10,259.97,20.87,210.95,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
28.75,1156.70,6.11,110666.54,37.44,391.40,2.97,3.68,24.43,24.41,6.63,269.71,14.04,240.53,Raigad,Alibag/Mangaon,Summer,"Cashew, Rice"
25.44,979.73,859.77,89383.90,21.07,423.74,4.86,2.55,45.64,24.54,6.78,,,,Nashik,Igatpuri (Ghat Zone),Summer,"Vegetables, Rice, Maize, Tomato"
43.90,939.47,,,75.29,353.12,3.49,1.19,96.24,35.89,6.47,210.00,25.12,295.45,Nashik,Niphad/Yeola,Monsoon,"Grapes, Tomato"
31.64,978.67,6.31,125111.60,42.80,425.62,1.18,0.70,10.19,23.38,5.69,219.03,4.59,191.45,Raigad,,Summer,"Cashew, Banana, Rice"
34.43,1008.35,645.41,27955.31,79.54,436.99,3.71,,95.21,36.72,5.94,284.77,17.06,168.90,Nashik,Igatpuri (Ghat Zone),Monsoon,Finger Millet
15.64,1015.76,587.26,72408.61,52.77,398.69,3.60,1.71,53.23,12.58,7.27,184.28,47.89,200.15,Nashik,Baglan/Kalwan,Winter,"Maize, Soybean"
12.52,884.32,525.23,66948.44,41.97,404.22,2.05,3.55,50.07,11.44,7.10,231.96,19.77,231.12,Nashik,Niphad/Yeola,Winter,Onion
26.00,1029.31,63.68,116101.64,22.49,368.58,2.82,1.39,,22.03,6.28,317.82,6.79,214.36,Raigad,Karjat,Summer,Coconut
33.12,942.44,444.28,35708.75,90.43,402.36,1.83,1.29,96.01,25.03,7.17,205.26,31.69,311.57,Nashik,Baglan/Kalwan,Monsoon,Maize
18.17,1027.98,,58705.07,42.84,443.49,0.72,0.73,49.89,15.97,5.23,247.03,11.37,263.14,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
37.36,1003.45,526.16,99249.84,28.76,387.12,3.36,3.76,54.97,42.50,7.72,253.27,25.52,277.50,Nashik,Niphad/Yeola,Summer,"Onion, Sugarcane"
42.20,920.31,587.48,47601.28,84.16,449.41,2.39,2.43,97.95,42.09,8.34,216.67,18.46,263.60,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Tomato"
,1003.28,58.56,64088.47,58.18,393.55,1.13,3.18,52.01,19.46,5.63,319.81,9.45,258.12,Raigad,Karjat,Winter,Coconut
27.12,927.20,61.12,69333.17,44.62,401.89,2.12,3.76,38.06,24.98,5.73,252.31,8.62,205.04,,Karjat,Winter,Ragi
17.36,1039.99,14.74,74299.48,57.22,421.83,3.50,0.82,52.48,16.50,5.11,,11.88,220.51,Raigad,Alibag/Mangaon,Winter,Mango
,,,,,,,,,,,,,,,,,"Vegetables, Rice"
20.25,880.23,510.11,75585.02,53.69,438.16,5.24,0.52,71.97,15.41,6.78,213.82,43.92,241.18,Nashik,Baglan/Kalwan,Winter,"Bajra, Mango"
28.93,942.82,569.38,93031.09,24.26,434.02,,3.08,48.10,30.10,7.21,231.80,41.29,264.85,Nashik,,Summer,"Sugarcane, Soybean"
22.21,1105.11,8.78,75079.21,64.27,,4.39,2.54,31.87,19.72,6.15,227.01,15.35,197.51,Raigad,Alibag/Mangaon,Winter,"Coconut, Arecanut"
32.77,916.17,56.64,120484.65,19.70,392.84,0.53,1.79,20.85,25.89,6.80,266.64,5.69,,Raigad,Karjat,Summer,"Ragi, Coconut, Mango"
31.65,935.48,529.37,107758.78,21.73,349.45,0.70,2.79,54.85,29.07,7.41,199.65,45.25,205.19,Nashik,Baglan/Kalwan,Summer,Onion
19.71,984.48,571.85,79419.97,45.59,423.57,2.68,0.93,67.72,18.80,7.52,,32.22,291.07,Nashik,Baglan/Kalwan,Winter,Grapes
35.63,1073.12,63.70,31261.03,,369.67,3.51,3.02,89.65,29.92,5.37,284.10,11.18,261.79,Raigad,Karjat,Monsoon,"Ragi, Green Gram"
34.32,900.68,790.08,26168.82,95.18,411.94,2.73,2.43,85.17,26.15,6.14,256.29,15.95,155.37,Nashik,Igatpuri (Ghat Zone),Monsoon,Finger Millet
43.61,,,42798.90,66.70,,,,,37.74,7.29,,55.41,,Nashik,,Monsoon,Maize
29.27,,,107687.32,,388.55,,0.22,,29.20,,,37.80,233.64,,,Summer,"Sugarcane, Soybean"
32.72,867.56,532.50,98902.17,37.64,431.15,3.24,3.45,60.92,30.86,6.78,200.40,25.42,271.73,Nashik,Niphad/Yeola,Summer,Pomegranate
18.39,953.93,,62216.16,39.56,386.16,4.16,3.86,28.03,13.81,6.53,280.22,12.70,243.63,,Alibag/Mangaon,Winter,"Cashew, Banana"
36.47,1069.62,55.12,105733.72,33.79,,0.89,2.79,12.88,32.88,4.82,,6.82,226.41,Raigad,Karjat,Summer,"Ragi, Vegetables, Rice"
38.60,1043.86,459.69,43953.80,89.65,,4.37,2.38,89.86,35.52,7.58,191.84,42.89,256.68,Nashik,Baglan/Kalwan,Monsoon,Maize
34.63,967.68,571.15,115800.83,22.22,457.66,1.91,2.76,,30.85,6.55,242.98,22.63,221.21,Nashik,Niphad/Yeola,Summer,"Pomegranate, Tomato"
20.99,878.61,8.80,84294.72,52.59,393.19,4.55,1.45,42.00,15.90,5.88,307.19,10.90,200.94,Raigad,Alibag/Mangaon,Winter,Cashew
21.71,972.24,,73458.41,47.60,417.97,1.86,1.84,32.98,23.02,5.65,316.96,7.26,251.55,Raigad,Alibag/Mangaon,Winter,Cashew
21.11,916.78,11.24,76380.42,69.17,441.77,1.56,3.23,47.89,18.64,5.15,333.67,135.18,184.92,Raigad,Alibag/Mangaon,Winter,"Vegetables, Mango"
30.93,1078.31,738.02,27948.60,101.70,452.24,2.89,2.86,97.30,27.53,7.46,202.85,,195.70,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Finger Millet"
36.00,950.62,63.44,33842.97,87.74,424.08,2.65,3.90,83.73,32.16,4.91,278.10,8.56,217.13,Raigad,Karjat,Monsoon,Coconut
,1041.25,12.39,105031.83,40.26,385.68,0.81,3.96,,30.46,5.20,276.69,4.15,144.38,Raigad,Alibag/Mangaon,Summer,Arecanut
22.32,,481.76,68597.56,57.20,394.97,0.65,2.03,58.90,18.13,7.49,208.08,59.78,247.97,Nashik,Baglan/Kalwan,Winter,"Groundnut, Maize, Mango"
13.34,868.08,949.94,58736.12,60.50,445.11,1.89,1.90,,11.42,5.24,263.94,19.17,191.67,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
17.97,1088.73,55.26,70506.54,65.67,415.64,3.75,2.97,46.74,12.98,4.75,251.99,6.97,269.49,Raigad,Karjat,,"Banana, Mango"
27.06,1018.42,389.49,22277.41,76.62,448.60,0.25,2.68,,25.59,6.84,,49.31,193.13,Nashik,Baglan/Kalwan,Monsoon,Grapes
14.18,947.89,494.46,77093.78,51.73,423.95,3.53,0.28,41.28,9.59,7.21,207.58,43.51,306.71,,Baglan/Kalwan,Winter,Groundnut
31.92,936.59,57.87,25194.57,87.62,443.30,,4.41,83.15,32.34,5.97,286.28,8.28,263.50,Raigad,Karjat,Monsoon,Mango
20.28,854.34,11.50,69449.44,49.71,422.04,1.62,0.68,34.09,17.22,,361.80,10.01,258.25,Raigad,Alibag/Mangaon,Winter,"Cashew, Rice"
33.88,955.94,518.44,84198.00,35.34,392.35,2.84,0.93,61.36,35.57,7.65,241.57,47.22,232.10,Nashik,Baglan/Kalwan,Summer,Maize
39.27,1101.49,661.53,19761.29,65.79,368.66,3.29,3.19,84.78,39.79,6.77,254.95,34.85,276.77,Nashik,Niphad/Yeola,Monsoon,Onion
17.32,1093.85,53.48,72072.96,49.98,379.33,2.28,2.05,43.54,14.75,5.48,,11.42,181.82,,Karjat,Winter,"Coconut, Mango"
23.91,959.89,557.24,85982.71,35.43,455.45,3.56,2.12,40.13,19.78,8.06,212.02,17.17,256.04,Nashik,Niphad/Yeola,Summer,"Sugarcane, Wheat"
18.88,853.42,927.72,59021.96,41.18,412.54,,0.94,,16.80,7.13,210.71,12.09,,Nashik,Igatpuri (Ghat Zone),Winter,"Rice, Finger Millet"
24.79,1055.12,577.12,98248.22,28.21,316.51,0.53,0.31,52.95,21.67,8.32,216.07,40.21,264.19,,,Summer,Groundnut
28.79,877.98,638.04,104671.68,23.18,437.50,0.74,1.47,46.09,25.93,7.09,198.00,36.70,274.94,Nashik,Baglan/Kalwan,Summer,"Groundnut, Bajra"
12.29,873.56,476.32,82894.27,,1286.12,1.67,1.88,43.59,9.39,8.29,256.22,50.93,,Nashik,Baglan/Kalwan,Winter,Soybean
39.13,990.97,53.27,36305.29,95.32,433.97,3.37,1.69,86.69,32.96,5.63,297.61,4.96,264.75,Raigad,Karjat,Monsoon,"Coconut, Vari"
12.75,968.05,710.65,78525.26,63.73,397.05,3.51,2.55,45.75,9.19,,267.96,14.88,166.90,Nashik,Igatpuri (Ghat Zone),Winter,Maize
,,507.65,112665.86,,,,,59.08,32.80,,,39.00,,Nashik,Baglan/Kalwan,,Soybean
24.03,995.43,624.41,64889.77,64.95,451.58,0.31,0.50,44.50,19.64,6.44,280.21,20.12,250.25,Nashik,Igatpuri (Ghat Zone),,Finger Millet
17.93,1047.89,59.82,72644.21,48.33,433.71,4.10,2.27,46.30,16.69,6.70,261.98,9.02,201.42,Raigad,Karjat,Winter,"Coconut, Vari"
